source_file,target_file,source_category,target_category,similarity,plagiarism
g1pA_taskb.txt,g3pC_taskb.txt,heavy,non,0.916542,True
g1pA_taskb.txt,g3pC_taskc.txt,heavy,non,0.7972305,True
g1pA_taskb.txt,g3pC_taskd.txt,heavy,heavy,0.64863455,False
g1pA_taskb.txt,g3pC_taske.txt,heavy,light,0.7382399,True
g1pA_taskb.txt,g4pB_taska.txt,heavy,non,0.6952923,False
g1pA_taskb.txt,g4pB_taskb.txt,heavy,non,0.92238617,True
g1pA_taskb.txt,g4pB_taskc.txt,heavy,heavy,0.8073706,True
g1pA_taskb.txt,g4pB_taskd.txt,heavy,light,0.6797972,False
g1pA_taskb.txt,g4pB_taske.txt,heavy,cut,0.7262726,True
g1pA_taskb.txt,g4pC_taska.txt,heavy,cut,0.7568283,True
g1pA_taskb.txt,g4pC_taskb.txt,heavy,non,0.86452365,True
g1pA_taskb.txt,g4pC_taskc.txt,heavy,non,0.77941346,True
g1pA_taskb.txt,g4pC_taskd.txt,heavy,heavy,0.70131284,True
g1pA_taskb.txt,g4pC_taske.txt,heavy,light,0.76302385,True
g1pA_taskb.txt,g4pD_taska.txt,heavy,light,0.73895633,True
g1pA_taskb.txt,g4pD_taskb.txt,heavy,cut,0.8907887,True
g1pA_taskb.txt,g4pD_taskc.txt,heavy,non,0.82960534,True
g1pA_taskb.txt,g4pD_taskd.txt,heavy,non,0.71964204,True
g1pA_taskb.txt,g4pD_taske.txt,heavy,heavy,0.75953615,True
g1pA_taskb.txt,g4pE_taska.txt,heavy,heavy,0.6830982,False
g1pA_taskb.txt,g4pE_taskb.txt,heavy,light,0.8934793,True
g1pA_taskb.txt,g4pE_taskc.txt,heavy,cut,0.7022177,True
g1pA_taskb.txt,g4pE_taskd.txt,heavy,non,0.82068837,True
g1pA_taskb.txt,g4pE_taske.txt,heavy,non,0.7555723,True
g1pA_taskb.txt,orig_taska.txt,heavy,orig,0.76170075,True
g1pA_taskb.txt,orig_taskb.txt,heavy,orig,0.92704695,True
g1pA_taskb.txt,orig_taskc.txt,heavy,orig,0.8064625,True
g1pA_taskb.txt,orig_taskd.txt,heavy,orig,0.7114186,True
g1pA_taskb.txt,orig_taske.txt,heavy,orig,0.7682004,True
g1pA_taskc.txt,g1pA_taskd.txt,light,cut,0.78931314,True
g1pA_taskc.txt,g1pA_taske.txt,light,non,0.7894863,True
g1pA_taskc.txt,g1pB_taska.txt,light,non,0.6845679,False
g1pA_taskc.txt,g1pB_taskb.txt,light,non,0.74064785,True
g1pA_taskc.txt,g1pB_taskc.txt,light,heavy,0.93896997,True
g1pA_taskc.txt,g1pB_taskd.txt,light,light,0.74984634,True
g1pA_taskc.txt,g1pB_taske.txt,light,cut,0.7928006,True
g1pA_taskc.txt,g1pD_taska.txt,light,light,0.7898516,True
g1pA_taskc.txt,g1pD_taskb.txt,light,cut,0.83990645,True
g1pA_taskc.txt,g1pD_taskc.txt,light,non,0.89539206,True
g1pA_taskc.txt,g1pD_taskd.txt,light,non,0.70809686,True
g1pA_taskc.txt,g1pD_taske.txt,light,heavy,0.74458754,True
g1pA_taskc.txt,g2pA_taska.txt,light,non,0.7463453,True
g1pA_taskc.txt,g2pA_taskb.txt,light,heavy,0.78005034,True
g1pA_taskc.txt,g2pA_taskc.txt,light,light,0.94709975,True
g1pA_taskc.txt,g2pA_taskd.txt,light,cut,0.66101223,False
g1pA_taskc.txt,g2pA_taske.txt,light,non,0.78945005,True
g1pA_taskc.txt,g2pB_taska.txt,light,non,0.75137436,True
g1pA_taskc.txt,g2pB_taskb.txt,light,non,0.7803354,True
g1pA_taskc.txt,g2pB_taskc.txt,light,heavy,0.9367477,True
g1pA_taskc.txt,g2pB_taskd.txt,light,light,0.7718558,True
g1pA_taskc.txt,g2pB_taske.txt,light,cut,0.79551935,True
g1pA_taskc.txt,g2pC_taska.txt,light,cut,0.76934576,True
g1pA_taskc.txt,g2pC_taskb.txt,light,non,0.7827954,True
g1pA_taskc.txt,g2pC_taskc.txt,light,non,0.911993,True
g1pA_taskc.txt,g2pC_taskd.txt,light,heavy,0.6723882,False
g1pA_taskc.txt,g2pC_taske.txt,light,light,0.7705077,True
g1pA_taskc.txt,g2pE_taska.txt,light,heavy,0.8045038,True
g1pA_taskc.txt,g2pE_taskb.txt,light,light,0.7620672,True
g1pA_taskc.txt,g2pE_taskc.txt,light,cut,0.7411772,True
g1pA_taskc.txt,g2pE_taskd.txt,light,non,0.78334975,True
g1pA_taskc.txt,g2pE_taske.txt,light,non,0.78383577,True
g1pA_taskc.txt,g3pA_taska.txt,light,non,0.7671057,True
g1pA_taskc.txt,g3pA_taskb.txt,light,heavy,0.7950908,True
g1pA_taskc.txt,g3pA_taskc.txt,light,light,0.956787,True
g1pA_taskc.txt,g3pA_taskd.txt,light,cut,0.7635994,True
g1pA_taskc.txt,g3pA_taske.txt,light,non,0.784703,True
g1pA_taskc.txt,g3pB_taska.txt,light,non,0.7631031,True
g1pA_taskc.txt,g3pB_taskb.txt,light,non,0.7862187,True
g1pA_taskc.txt,g3pB_taskc.txt,light,heavy,0.9312971,True
g1pA_taskc.txt,g3pB_taskd.txt,light,light,0.7747644,True
g1pA_taskc.txt,g3pB_taske.txt,light,cut,0.80831164,True
g1pA_taskc.txt,g3pC_taska.txt,light,cut,0.6738342,False
g1pA_taskc.txt,g3pC_taskb.txt,light,non,0.82793415,True
g1pA_taskc.txt,g3pC_taskc.txt,light,non,0.8466848,True
g1pA_taskc.txt,g3pC_taskd.txt,light,heavy,0.66645133,False
g1pA_taskc.txt,g3pC_taske.txt,light,light,0.77208376,True
g1pA_taskc.txt,g4pB_taska.txt,light,non,0.74420965,True
g1pA_taskc.txt,g4pB_taskb.txt,light,non,0.7673503,True
g1pA_taskc.txt,g4pB_taskc.txt,light,heavy,0.9489297,True
g1pA_taskc.txt,g4pB_taskd.txt,light,light,0.721789,True
g1pA_taskc.txt,g4pB_taske.txt,light,cut,0.7793676,True
g1pA_taskc.txt,g4pC_taska.txt,light,cut,0.7824095,True
g1pA_taskc.txt,g4pC_taskb.txt,light,non,0.7680154,True
g1pA_taskc.txt,g4pC_taskc.txt,light,non,0.8603865,True
g1pA_taskc.txt,g4pC_taskd.txt,light,heavy,0.75550425,True
g1pA_taskc.txt,g4pC_taske.txt,light,light,0.82034457,True
g1pA_taskc.txt,g4pD_taska.txt,light,light,0.78025424,True
g1pA_taskc.txt,g4pD_taskb.txt,light,cut,0.8281193,True
g1pA_taskc.txt,g4pD_taskc.txt,light,non,0.87950134,True
g1pA_taskc.txt,g4pD_taskd.txt,light,non,0.8079109,True
g1pA_taskc.txt,g4pD_taske.txt,light,heavy,0.80540556,True
g1pA_taskc.txt,g4pE_taska.txt,light,heavy,0.7123287,True
g1pA_taskc.txt,g4pE_taskb.txt,light,light,0.7951827,True
g1pA_taskc.txt,g4pE_taskc.txt,light,cut,0.9030491,True
g1pA_taskc.txt,g4pE_taskd.txt,light,non,0.83756626,True
g1pA_taskc.txt,g4pE_taske.txt,light,non,0.7916771,True
g1pA_taskc.txt,orig_taska.txt,light,orig,0.78827715,True
g1pA_taskc.txt,orig_taskb.txt,light,orig,0.80331814,True
g1pA_taskc.txt,orig_taskc.txt,light,orig,0.9508383,True
g1pA_taskc.txt,orig_taskd.txt,light,orig,0.76345086,True
g1pA_taskc.txt,orig_taske.txt,light,orig,0.8131292,True
g1pA_taskd.txt,g1pA_taske.txt,cut,non,0.75434566,True
g1pA_taskd.txt,g1pB_taska.txt,cut,non,0.735169,True
g1pA_taskd.txt,g1pB_taskb.txt,cut,non,0.67474484,False
g1pA_taskd.txt,g1pB_taskc.txt,cut,heavy,0.7944561,True
g1pA_taskd.txt,g1pB_taskd.txt,cut,light,0.935344,True
g1pA_taskd.txt,g1pB_taske.txt,cut,cut,0.76645726,True
g1pA_taskd.txt,g1pD_taska.txt,cut,light,0.77085155,True
g1pA_taskd.txt,g1pD_taskb.txt,cut,cut,0.8305442,True
g1pA_taskd.txt,g1pD_taskc.txt,cut,non,0.71966696,True
g1pA_taskd.txt,g1pD_taskd.txt,cut,non,0.84181297,True
g1pA_taskd.txt,g1pD_taske.txt,cut,heavy,0.6884948,False
g1pA_taskd.txt,g2pA_taska.txt,cut,non,0.71730816,True
g1pA_taskd.txt,g2pA_taskb.txt,cut,heavy,0.6927241,False
g1pA_taskd.txt,g2pA_taskc.txt,cut,light,0.809275,True
g1pA_taskd.txt,g2pA_taskd.txt,cut,cut,0.83050877,True
g1pA_taskd.txt,g2pA_taske.txt,cut,non,0.6996076,False
g1pA_taskd.txt,g2pB_taska.txt,cut,non,0.7489157,True
g1pA_taskd.txt,g2pB_taskb.txt,cut,non,0.70676094,True
g1pA_taskd.txt,g2pB_taskc.txt,cut,heavy,0.79180187,True
g1pA_taskd.txt,g2pB_taskd.txt,cut,light,0.9372278,True
g1pA_taskd.txt,g2pB_taske.txt,cut,cut,0.7406111,True
g1pA_taskd.txt,g2pC_taska.txt,cut,cut,0.7561283,True
g1pA_taskd.txt,g2pC_taskb.txt,cut,non,0.706949,True
g1pA_taskd.txt,g2pC_taskc.txt,cut,non,0.7295499,True
g1pA_taskd.txt,g2pC_taskd.txt,cut,heavy,0.86747956,True
g1pA_taskd.txt,g2pC_taske.txt,cut,light,0.69970083,False
g1pA_taskd.txt,g2pE_taska.txt,cut,heavy,0.796204,True
g1pA_taskd.txt,g2pE_taskb.txt,cut,light,0.7110182,True
g1pA_taskd.txt,g2pE_taskc.txt,cut,cut,0.592204,False
g1pA_taskd.txt,g2pE_taskd.txt,cut,non,0.9025178,True
g1pA_taskd.txt,g2pE_taske.txt,cut,non,0.71829665,True
g1pA_taskd.txt,g3pA_taska.txt,cut,non,0.74077743,True
g1pA_taskd.txt,g3pA_taskb.txt,cut,heavy,0.7210671,True
g1pA_taskd.txt,g3pA_taskc.txt,cut,light,0.8090621,True
g1pA_taskd.txt,g3pA_taskd.txt,cut,cut,0.93500054,True
g1pA_taskd.txt,g3pA_taske.txt,cut,non,0.7477535,True
g1pA_taskd.txt,g3pB_taska.txt,cut,non,0.75024086,True
g1pA_taskd.txt,g3pB_taskb.txt,cut,non,0.6895353,False
g1pA_taskd.txt,g3pB_taskc.txt,cut,heavy,0.81934935,True
g1pA_taskd.txt,g3pB_taskd.txt,cut,light,0.876994,True
g1pA_taskd.txt,g3pB_taske.txt,cut,cut,0.73587734,True
g1pA_taskd.txt,g3pC_taska.txt,cut,cut,0.72956073,True
g1pA_taskd.txt,g3pC_taskb.txt,cut,non,0.7354244,True
g1pA_taskd.txt,g3pC_taskc.txt,cut,non,0.7282853,True
g1pA_taskd.txt,g3pC_taskd.txt,cut,heavy,0.85733575,True
g1pA_taskd.txt,g3pC_taske.txt,cut,light,0.74929994,True
g1pA_taskd.txt,g4pB_taska.txt,cut,non,0.7322712,True
g1pA_taskd.txt,g4pB_taskb.txt,cut,non,0.70721334,True
g1pA_taskd.txt,g4pB_taskc.txt,cut,heavy,0.7970392,True
g1pA_taskd.txt,g4pB_taskd.txt,cut,light,0.89102226,True
g1pA_taskd.txt,g4pB_taske.txt,cut,cut,0.71271574,True
g1pA_taskd.txt,g4pC_taska.txt,cut,cut,0.7796788,True
g1pA_taskd.txt,g4pC_taskb.txt,cut,non,0.664979,False
g1pA_taskd.txt,g4pC_taskc.txt,cut,non,0.76701593,True
g1pA_taskd.txt,g4pC_taskd.txt,cut,heavy,0.9312762,True
g1pA_taskd.txt,g4pC_taske.txt,cut,light,0.7680541,True
g1pA_taskd.txt,g4pD_taska.txt,cut,light,0.7670263,True
g1pA_taskd.txt,g4pD_taskb.txt,cut,cut,0.822722,True
g1pA_taskd.txt,g4pD_taskc.txt,cut,non,0.8363988,True
g1pA_taskd.txt,g4pD_taskd.txt,cut,non,0.86609906,True
g1pA_taskd.txt,g4pD_taske.txt,cut,heavy,0.76417935,True
g1pA_taskd.txt,g4pE_taska.txt,cut,heavy,0.6867857,False
g1pA_taskd.txt,g4pE_taskb.txt,cut,light,0.68699694,False
g1pA_taskd.txt,g4pE_taskc.txt,cut,cut,0.70946205,True
g1pA_taskd.txt,g4pE_taskd.txt,cut,non,0.83551264,True
g1pA_taskd.txt,g4pE_taske.txt,cut,non,0.71699774,True
g1pA_taskd.txt,orig_taska.txt,cut,orig,0.7851632,True
g1pA_taskd.txt,orig_taskb.txt,cut,orig,0.7014341,True
g1pA_taskd.txt,orig_taskc.txt,cut,orig,0.81321853,True
g1pA_taskd.txt,orig_taskd.txt,cut,orig,0.93275744,True
g1pA_taskd.txt,orig_taske.txt,cut,orig,0.7664061,True
g1pA_taske.txt,g1pB_taska.txt,non,non,0.71281075,True
g1pA_taske.txt,g1pB_taskb.txt,non,non,0.6935436,False
g1pA_taske.txt,g1pB_taskc.txt,non,heavy,0.78930414,True
g1pA_taske.txt,g1pB_taskd.txt,non,light,0.728856,True
g1pA_taske.txt,g1pB_taske.txt,non,cut,0.9056684,True
g1pA_taske.txt,g1pD_taska.txt,non,light,0.8108315,True
g1pA_taske.txt,g1pD_taskb.txt,non,cut,0.7940359,True
g1pA_taske.txt,g1pD_taskc.txt,non,non,0.76919466,True
g1pA_taske.txt,g1pD_taskd.txt,non,non,0.7087108,True
g1pA_taske.txt,g1pD_taske.txt,non,heavy,0.89627147,True
g1pA_taske.txt,g2pA_taska.txt,non,non,0.79655385,True
g1pA_taske.txt,g2pA_taskb.txt,non,heavy,0.70841575,True
g1pA_taske.txt,g2pA_taskc.txt,non,light,0.7959063,True
g1pA_taske.txt,g2pA_taskd.txt,non,cut,0.67625606,False
g1pA_taske.txt,g2pA_taske.txt,non,non,0.86167955,True
g1pA_taske.txt,g2pB_taska.txt,non,non,0.8120576,True
g1pA_taske.txt,g2pB_taskb.txt,non,non,0.77197766,True
g1pA_taske.txt,g2pB_taskc.txt,non,heavy,0.8322222,True
g1pA_taske.txt,g2pB_taskd.txt,non,light,0.7143166,True
g1pA_taske.txt,g2pB_taske.txt,non,cut,0.892696,True
g1pA_taske.txt,g2pC_taska.txt,non,cut,0.79963833,True
g1pA_taske.txt,g2pC_taskb.txt,non,non,0.72454023,True
g1pA_taske.txt,g2pC_taskc.txt,non,non,0.7352178,True
g1pA_taske.txt,g2pC_taskd.txt,non,heavy,0.65668654,False
g1pA_taske.txt,g2pC_taske.txt,non,light,0.9144765,True
g1pA_taske.txt,g2pE_taska.txt,non,heavy,0.84399676,True
g1pA_taske.txt,g2pE_taskb.txt,non,light,0.7287071,True
g1pA_taske.txt,g2pE_taskc.txt,non,cut,0.6782245,False
g1pA_taske.txt,g2pE_taskd.txt,non,non,0.7578199,True
g1pA_taske.txt,g2pE_taske.txt,non,non,0.8932042,True
g1pA_taske.txt,g3pA_taska.txt,non,non,0.7597519,True
g1pA_taske.txt,g3pA_taskb.txt,non,heavy,0.733047,True
g1pA_taske.txt,g3pA_taskc.txt,non,light,0.81026506,True
g1pA_taske.txt,g3pA_taskd.txt,non,cut,0.7031703,True
g1pA_taske.txt,g3pA_taske.txt,non,non,0.88996685,True
g1pA_taske.txt,g3pB_taska.txt,non,non,0.757553,True
g1pA_taske.txt,g3pB_taskb.txt,non,non,0.7662921,True
g1pA_taske.txt,g3pB_taskc.txt,non,heavy,0.8389947,True
g1pA_taske.txt,g3pB_taskd.txt,non,light,0.7868772,True
g1pA_taske.txt,g3pB_taske.txt,non,cut,0.8721921,True
g1pA_taske.txt,g3pC_taska.txt,non,cut,0.722872,True
g1pA_taske.txt,g3pC_taskb.txt,non,non,0.78104734,True
g1pA_taske.txt,g3pC_taskc.txt,non,non,0.73342514,True
g1pA_taske.txt,g3pC_taskd.txt,non,heavy,0.6498443,False
g1pA_taske.txt,g3pC_taske.txt,non,light,0.8421036,True
g1pA_taske.txt,g4pB_taska.txt,non,non,0.7397251,True
g1pA_taske.txt,g4pB_taskb.txt,non,non,0.74745023,True
g1pA_taske.txt,g4pB_taskc.txt,non,heavy,0.8135442,True
g1pA_taske.txt,g4pB_taskd.txt,non,light,0.6824455,False
g1pA_taske.txt,g4pB_taske.txt,non,cut,0.87956136,True
g1pA_taske.txt,g4pC_taska.txt,non,cut,0.8164351,True
g1pA_taske.txt,g4pC_taskb.txt,non,non,0.6999514,False
g1pA_taske.txt,g4pC_taskc.txt,non,non,0.76483536,True
g1pA_taske.txt,g4pC_taskd.txt,non,heavy,0.6971313,False
g1pA_taske.txt,g4pC_taske.txt,non,light,0.88282096,True
g1pA_taske.txt,g4pD_taska.txt,non,light,0.78944206,True
g1pA_taske.txt,g4pD_taskb.txt,non,cut,0.7706764,True
g1pA_taske.txt,g4pD_taskc.txt,non,non,0.82953024,True
g1pA_taske.txt,g4pD_taskd.txt,non,non,0.7809213,True
g1pA_taske.txt,g4pD_taske.txt,non,heavy,0.86380893,True
g1pA_taske.txt,g4pE_taska.txt,non,heavy,0.7488588,True
g1pA_taske.txt,g4pE_taskb.txt,non,light,0.7120539,True
g1pA_taske.txt,g4pE_taskc.txt,non,cut,0.7199107,True
g1pA_taske.txt,g4pE_taskd.txt,non,non,0.8140386,True
g1pA_taske.txt,g4pE_taske.txt,non,non,0.8524823,True
g1pA_taske.txt,orig_taska.txt,non,orig,0.82053804,True
g1pA_taske.txt,orig_taskb.txt,non,orig,0.704772,True
g1pA_taske.txt,orig_taskc.txt,non,orig,0.7991387,True
g1pA_taske.txt,orig_taskd.txt,non,orig,0.7026464,True
g1pA_taske.txt,orig_taske.txt,non,orig,0.90236783,True
g1pB_taska.txt,g1pB_taskb.txt,non,non,0.6404208,False
g1pB_taska.txt,g1pB_taskc.txt,non,heavy,0.69043154,False
g1pB_taska.txt,g1pB_taskd.txt,non,light,0.6872601,False
g1pB_taska.txt,g1pB_taske.txt,non,cut,0.76708853,True
g1pB_taska.txt,g1pD_taska.txt,non,light,0.8154813,True
g1pB_taska.txt,g1pD_taskb.txt,non,cut,0.69367635,False
g1pB_taska.txt,g1pD_taskc.txt,non,non,0.61293936,False
g1pB_taska.txt,g1pD_taskd.txt,non,non,0.6378102,False
g1pB_taska.txt,g1pD_taske.txt,non,heavy,0.678185,False
g1pB_taska.txt,g2pA_taska.txt,non,non,0.7731664,True
g1pB_taska.txt,g2pA_taskb.txt,non,heavy,0.61516875,False
g1pB_taska.txt,g2pA_taskc.txt,non,light,0.70780826,True
g1pB_taska.txt,g2pA_taskd.txt,non,cut,0.6540793,False
g1pB_taska.txt,g2pA_taske.txt,non,non,0.6394166,False
g1pB_taska.txt,g2pB_taska.txt,non,non,0.8012285,True
g1pB_taska.txt,g2pB_taskb.txt,non,non,0.6542891,False
g1pB_taska.txt,g2pB_taskc.txt,non,heavy,0.7256262,True
g1pB_taska.txt,g2pB_taskd.txt,non,light,0.66520107,False
g1pB_taska.txt,g2pB_taske.txt,non,cut,0.7152386,True
g1pB_taska.txt,g2pC_taska.txt,non,cut,0.80095935,True
g1pB_taska.txt,g2pC_taskb.txt,non,non,0.6398111,False
g1pB_taska.txt,g2pC_taskc.txt,non,non,0.6013026,False
g1pB_taska.txt,g2pC_taskd.txt,non,heavy,0.59363437,False
g1pB_taska.txt,g2pC_taske.txt,non,light,0.68698657,False
g1pB_taska.txt,g2pE_taska.txt,non,heavy,0.8287019,True
g1pB_taska.txt,g2pE_taskb.txt,non,light,0.6349716,False
g1pB_taska.txt,g2pE_taskc.txt,non,cut,0.5631076,False
g1pB_taska.txt,g2pE_taskd.txt,non,non,0.72637284,True
g1pB_taska.txt,g2pE_taske.txt,non,non,0.6815454,False
g1pB_taska.txt,g3pA_taska.txt,non,non,0.7895622,True
g1pB_taska.txt,g3pA_taskb.txt,non,heavy,0.6329683,False
g1pB_taska.txt,g3pA_taskc.txt,non,light,0.7088243,True
g1pB_taska.txt,g3pA_taskd.txt,non,cut,0.6528835,False
g1pB_taska.txt,g3pA_taske.txt,non,non,0.7455068,True
g1pB_taska.txt,g3pB_taska.txt,non,non,0.80627525,True
g1pB_taska.txt,g3pB_taskb.txt,non,non,0.65694773,False
g1pB_taska.txt,g3pB_taskc.txt,non,heavy,0.7186464,True
g1pB_taska.txt,g3pB_taskd.txt,non,light,0.66365254,False
g1pB_taska.txt,g3pB_taske.txt,non,cut,0.71881247,True
g1pB_taska.txt,g3pC_taska.txt,non,cut,0.82725304,True
g1pB_taska.txt,g3pC_taskb.txt,non,non,0.69358075,False
g1pB_taska.txt,g3pC_taskc.txt,non,non,0.6193533,False
g1pB_taska.txt,g3pC_taskd.txt,non,heavy,0.567073,False
g1pB_taska.txt,g3pC_taske.txt,non,light,0.75418633,True
g1pB_taska.txt,g4pB_taska.txt,non,non,0.779891,True
g1pB_taska.txt,g4pB_taskb.txt,non,non,0.6955391,False
g1pB_taska.txt,g4pB_taskc.txt,non,heavy,0.69954664,False
g1pB_taska.txt,g4pB_taskd.txt,non,light,0.6079939,False
g1pB_taska.txt,g4pB_taske.txt,non,cut,0.6977973,False
g1pB_taska.txt,g4pC_taska.txt,non,cut,0.8315927,True
g1pB_taska.txt,g4pC_taskb.txt,non,non,0.5869832,False
g1pB_taska.txt,g4pC_taskc.txt,non,non,0.660317,False
g1pB_taska.txt,g4pC_taskd.txt,non,heavy,0.65386736,False
g1pB_taska.txt,g4pC_taske.txt,non,light,0.7351016,True
g1pB_taska.txt,g4pD_taska.txt,non,light,0.79507196,True
g1pB_taska.txt,g4pD_taskb.txt,non,cut,0.6769567,False
g1pB_taska.txt,g4pD_taskc.txt,non,non,0.72850025,True
g1pB_taska.txt,g4pD_taskd.txt,non,non,0.7189846,True
g1pB_taska.txt,g4pD_taske.txt,non,heavy,0.73188096,True
g1pB_taska.txt,g4pE_taska.txt,non,heavy,0.8012836,True
g1pB_taska.txt,g4pE_taskb.txt,non,light,0.6227151,False
g1pB_taska.txt,g4pE_taskc.txt,non,cut,0.6020795,False
g1pB_taska.txt,g4pE_taskd.txt,non,non,0.7382581,True
g1pB_taska.txt,g4pE_taske.txt,non,non,0.75206375,True
g1pB_taska.txt,orig_taska.txt,non,orig,0.8271978,True
g1pB_taska.txt,orig_taskb.txt,non,orig,0.6335212,False
g1pB_taska.txt,orig_taskc.txt,non,orig,0.71556866,True
g1pB_taska.txt,orig_taskd.txt,non,orig,0.656252,False
g1pB_taska.txt,orig_taske.txt,non,orig,0.734523,True
g1pB_taskb.txt,g1pB_taskc.txt,non,heavy,0.77750933,True
g1pB_taskb.txt,g1pB_taskd.txt,non,light,0.6638112,False
g1pB_taskb.txt,g1pB_taske.txt,non,cut,0.69987273,False
g1pB_taskb.txt,g1pD_taska.txt,non,light,0.69950116,False
g1pB_taskb.txt,g1pD_taskb.txt,non,cut,0.83129317,True
g1pB_taskb.txt,g1pD_taskc.txt,non,non,0.6840507,False
g1pB_taskb.txt,g1pD_taskd.txt,non,non,0.61902964,False
g1pB_taskb.txt,g1pD_taske.txt,non,heavy,0.63807523,False
g1pB_taskb.txt,g2pA_taska.txt,non,non,0.65118134,False
g1pB_taskb.txt,g2pA_taskb.txt,non,heavy,0.8995521,True
g1pB_taskb.txt,g2pA_taskc.txt,non,light,0.747504,True
g1pB_taskb.txt,g2pA_taskd.txt,non,cut,0.6031313,False
g1pB_taskb.txt,g2pA_taske.txt,non,non,0.6262018,False
g1pB_taskb.txt,g2pB_taska.txt,non,non,0.67969024,False
g1pB_taskb.txt,g2pB_taskb.txt,non,non,0.88984525,True
g1pB_taskb.txt,g2pB_taskc.txt,non,heavy,0.75755453,True
g1pB_taskb.txt,g2pB_taskd.txt,non,light,0.63073766,False
g1pB_taskb.txt,g2pB_taske.txt,non,cut,0.66045463,False
g1pB_taskb.txt,g2pC_taska.txt,non,cut,0.68501043,False
g1pB_taskb.txt,g2pC_taskb.txt,non,non,0.9180943,True
g1pB_taskb.txt,g2pC_taskc.txt,non,non,0.70617574,True
g1pB_taskb.txt,g2pC_taskd.txt,non,heavy,0.579723,False
g1pB_taskb.txt,g2pC_taske.txt,non,light,0.6479006,False
g1pB_taskb.txt,g2pE_taska.txt,non,heavy,0.69560444,False
g1pB_taskb.txt,g2pE_taskb.txt,non,light,0.7450284,True
g1pB_taskb.txt,g2pE_taskc.txt,non,cut,0.62340695,False
g1pB_taskb.txt,g2pE_taskd.txt,non,non,0.7060212,True
g1pB_taskb.txt,g2pE_taske.txt,non,non,0.62033397,False
g1pB_taskb.txt,g3pA_taska.txt,non,non,0.664116,False
g1pB_taskb.txt,g3pA_taskb.txt,non,heavy,0.88285786,True
g1pB_taskb.txt,g3pA_taskc.txt,non,light,0.76681465,True
g1pB_taskb.txt,g3pA_taskd.txt,non,cut,0.61536324,False
g1pB_taskb.txt,g3pA_taske.txt,non,non,0.7156594,True
g1pB_taskb.txt,g3pB_taska.txt,non,non,0.64732295,False
g1pB_taskb.txt,g3pB_taskb.txt,non,non,0.8453194,True
g1pB_taskb.txt,g3pB_taskc.txt,non,heavy,0.75671077,True
g1pB_taskb.txt,g3pB_taskd.txt,non,light,0.65463567,False
g1pB_taskb.txt,g3pB_taske.txt,non,cut,0.65929765,False
g1pB_taskb.txt,g3pC_taska.txt,non,cut,0.6027247,False
g1pB_taskb.txt,g3pC_taskb.txt,non,non,0.88794875,True
g1pB_taskb.txt,g3pC_taskc.txt,non,non,0.74245894,True
g1pB_taskb.txt,g3pC_taskd.txt,non,heavy,0.54480547,False
g1pB_taskb.txt,g3pC_taske.txt,non,light,0.6676273,False
g1pB_taskb.txt,g4pB_taska.txt,non,non,0.60459554,False
g1pB_taskb.txt,g4pB_taskb.txt,non,non,0.9152714,True
g1pB_taskb.txt,g4pB_taskc.txt,non,heavy,0.7438922,True
g1pB_taskb.txt,g4pB_taskd.txt,non,light,0.5877075,False
g1pB_taskb.txt,g4pB_taske.txt,non,cut,0.6340122,False
g1pB_taskb.txt,g4pC_taska.txt,non,cut,0.67881316,False
g1pB_taskb.txt,g4pC_taskb.txt,non,non,0.80890334,True
g1pB_taskb.txt,g4pC_taskc.txt,non,non,0.71212524,True
g1pB_taskb.txt,g4pC_taskd.txt,non,heavy,0.60636806,False
g1pB_taskb.txt,g4pC_taske.txt,non,light,0.6805477,False
g1pB_taskb.txt,g4pD_taska.txt,non,light,0.6596331,False
g1pB_taskb.txt,g4pD_taskb.txt,non,cut,0.80875206,True
g1pB_taskb.txt,g4pD_taskc.txt,non,non,0.75091064,True
g1pB_taskb.txt,g4pD_taskd.txt,non,non,0.6388904,False
g1pB_taskb.txt,g4pD_taske.txt,non,heavy,0.67555034,False
g1pB_taskb.txt,g4pE_taska.txt,non,heavy,0.6319705,False
g1pB_taskb.txt,g4pE_taskb.txt,non,light,0.8354629,True
g1pB_taskb.txt,g4pE_taskc.txt,non,cut,0.6509292,False
g1pB_taskb.txt,g4pE_taskd.txt,non,non,0.7507858,True
g1pB_taskb.txt,g4pE_taske.txt,non,non,0.6917071,False
g1pB_taskb.txt,orig_taska.txt,non,orig,0.6861533,False
g1pB_taskb.txt,orig_taskb.txt,non,orig,0.89792746,True
g1pB_taskb.txt,orig_taskc.txt,non,orig,0.75183463,True
g1pB_taskb.txt,orig_taskd.txt,non,orig,0.6155193,False
g1pB_taskb.txt,orig_taske.txt,non,orig,0.6804552,False
g1pB_taskc.txt,g1pB_taskd.txt,heavy,light,0.7516162,True
g1pB_taskc.txt,g1pB_taske.txt,heavy,cut,0.79949117,True
g1pB_taskc.txt,g1pD_taska.txt,heavy,light,0.77826285,True
g1pB_taskc.txt,g1pD_taskb.txt,heavy,cut,0.85093063,True
g1pB_taskc.txt,g1pD_taskc.txt,heavy,non,0.8914135,True
g1pB_taskc.txt,g1pD_taskd.txt,heavy,non,0.7110117,True
g1pB_taskc.txt,g1pD_taske.txt,heavy,heavy,0.726098,True
g1pB_taskc.txt,g2pA_taska.txt,heavy,non,0.74901795,True
